,Total_Stops,Price,Duration_total,Dep_hour,weekday_name_Monday,weekday_name_Saturday,weekday_name_Sunday,weekday_name_Thursday,weekday_name_Tuesday,weekday_name_Wednesday,Add_col_1,Add_col_2,Add_col_3,Air_col_1,Air_col_2,Air_col_3,Air_col_4,Air_col_5,Air_col_6
1071,0,6961,165,17,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1072,0,5586,175,14,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1073,1,7384,320,17,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1074,1,20800,1280,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1075,1,13941,330,06,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1076,0,5198,180,08,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
1077,0,3807,155,09,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1078,1,13838,755,09,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1079,2,11185,1580,07,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1080,0,7229,175,15,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1081,1,10262,395,21,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1082,0,4384,150,19,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1083,2,12819,1390,13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1084,1,7757,775,21,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
1085,1,7174,1590,20,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1086,1,6674,635,11,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1087,0,2227,95,20,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1088,2,13014,1025,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1089,0,3175,90,16,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1090,0,6565,165,09,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1091,1,12681,1720,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1092,0,3687,135,07,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1093,0,3210,90,19,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1094,0,4778,160,20,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1095,1,10877,455,11,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1096,1,9187,865,20,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1097,1,6850,1520,22,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1098,1,14781,590,08,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1099,2,13227,970,16,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1100,0,4668,160,07,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1101,1,14178,330,06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1102,1,8066,1005,17,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
1103,0,3943,170,13,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1104,1,11200,690,07,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1105,1,8586,585,18,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1106,1,13044,775,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1107,1,8099,600,09,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1108,1,10262,655,17,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1109,2,18275,460,17,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1110,1,8475,900,06,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1111,0,3873,140,22,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1112,0,2227,90,21,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1113,2,16389,2300,05,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1114,0,5228,165,06,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1115,1,5092,1265,11,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1116,0,4777,175,21,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1117,0,3383,170,05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1118,1,8452,1555,07,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1119,0,3943,170,23,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1120,0,3100,80,21,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1121,1,14871,985,09,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1122,0,8016,175,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1123,1,11789,780,06,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1124,1,10529,440,11,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1125,0,5615,170,05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1126,1,4649,315,15,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1127,2,12723,1045,05,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1128,1,10844,705,06,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1129,1,14714,1325,20,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1130,0,6216,190,14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1131,0,4148,165,09,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1132,1,5647,320,06,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1133,1,10844,590,08,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
1134,1,6818,425,05,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1135,2,13643,1245,10,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1136,1,6358,840,07,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1137,1,14714,360,13,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1138,1,6460,270,08,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1139,1,9663,890,21,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1140,1,13941,1655,06,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1141,1,5963,1440,19,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
1142,2,13014,1025,19,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1143,1,9663,1010,16,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1144,0,4423,170,13,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1145,2,21219,440,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1146,1,7503,415,18,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1147,0,4804,160,21,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1148,2,15129,1615,09,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1149,2,6197,850,07,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1150,0,3597,140,17,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1151,1,9100,705,07,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1152,0,4050,85,07,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
1153,1,7723,930,10,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1154,2,15129,1195,23,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1155,1,12373,660,08,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1156,0,4591,170,23,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1157,0,6300,135,08,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1158,0,5176,165,17,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1159,1,12717,600,09,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1160,0,4405,135,11,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1161,1,6749,380,15,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1162,1,7064,435,10,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1163,1,16289,330,07,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1164,0,6297,145,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1165,0,5678,90,19,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1166,1,14388,800,20,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1167,0,7229,165,06,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1168,1,9806,270,11,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1169,1,6195,345,21,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1170,1,13044,1400,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1171,2,13882,1000,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1172,1,8147,300,05,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
1173,2,8052,865,17,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1174,1,14781,800,06,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1175,1,14151,750,09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1176,1,6704,325,18,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1177,1,9663,1655,08,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1178,0,4462,155,15,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1179,2,8367,1060,10,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1180,2,13376,1300,06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1181,1,13067,800,20,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1182,0,5224,150,14,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1183,1,13542,575,16,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1184,0,3419,175,07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1185,2,10444,695,09,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1186,0,4804,155,09,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1187,0,4995,85,07,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
1188,1,4957,295,17,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1189,1,15554,450,20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1190,1,9663,960,20,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1191,1,14151,1450,09,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1192,0,5601,195,05,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1193,1,7787,755,06,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1194,1,5092,725,11,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1195,1,10844,730,21,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1196,2,23583,465,17,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1197,2,10676,1830,12,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1198,1,10156,435,11,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1199,1,8627,865,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1200,0,4409,150,09,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1201,1,9646,385,09,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1202,1,13817,900,21,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1203,2,13538,1100,13,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1204,2,9416,1195,12,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1205,0,7229,175,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1206,1,10203,795,10,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1207,1,6778,525,16,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1208,0,2754,90,12,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1209,2,10991,875,05,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1210,0,4668,170,11,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1211,1,5726,270,08,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
1212,2,14960,805,09,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1213,1,7480,765,20,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1214,0,4107,150,19,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1215,1,11467,1450,09,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1216,1,5796,325,02,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1217,1,10262,1005,02,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1218,3,11543,1585,05,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1219,1,5298,320,06,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1220,1,6451,625,20,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1221,0,6245,150,14,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1222,0,2071,90,19,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
1223,0,4804,165,09,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1224,1,7005,810,07,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1225,1,12284,400,05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1226,1,10203,805,07,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1227,1,6938,490,14,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1228,1,13377,930,10,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1229,1,9779,600,09,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1230,0,4667,135,11,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1231,0,4544,180,19,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1232,1,16079,395,21,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1233,1,7064,1640,16,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1234,1,15554,300,14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1235,0,3543,135,09,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
1236,0,6121,170,13,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1237,1,8075,425,08,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1238,1,13377,840,11,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1239,1,14571,345,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1240,0,3919,160,05,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
1241,1,14231,590,18,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1242,0,2754,85,19,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1243,1,8067,320,17,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1244,1,8452,930,07,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1245,1,15025,1280,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1246,1,26890,435,08,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1247,1,15103,350,13,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1248,1,8586,875,14,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1249,1,10844,475,08,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1250,1,12898,395,21,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
1251,1,8586,1545,06,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1252,1,11622,630,08,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1253,2,13538,1855,12,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1254,2,13014,1375,05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1255,1,13941,910,18,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1256,1,14151,1520,09,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1257,1,13542,485,17,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1258,1,6558,940,06,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1259,1,5192,710,07,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1260,0,4878,160,07,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1261,1,12898,1295,15,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1262,1,7384,320,17,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1263,0,3898,175,07,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1264,0,3383,170,23,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1265,1,6093,860,06,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1266,1,12192,660,08,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1267,1,6795,760,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1268,1,11455,1480,07,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1269,0,3540,165,15,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1270,1,15898,615,09,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1271,1,9718,660,10,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1272,1,7831,455,16,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1273,1,6416,750,08,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1274,0,3739,135,07,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1275,1,8085,975,07,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1276,0,4823,180,16,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1277,2,13376,1320,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1278,1,8452,865,20,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1279,1,10844,1595,20,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1280,0,4851,190,06,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1281,1,6795,390,19,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1282,0,4823,170,08,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1283,1,10577,450,20,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1284,1,12032,1375,20,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1285,1,9330,330,07,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1286,1,8977,355,17,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1287,1,7005,490,12,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1288,1,10844,400,14,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1289,1,12192,525,03,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1290,0,4441,165,10,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1291,1,7575,520,10,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1292,0,4804,155,04,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1293,0,3597,135,09,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1294,1,10413,1615,17,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1295,0,8016,165,06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1296,1,10844,960,20,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1297,1,9663,1010,16,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1298,1,6069,305,20,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1299,1,6442,635,11,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1300,1,13587,720,09,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1301,0,3100,75,19,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1302,1,14781,705,06,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1303,1,12898,1270,21,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
1304,0,4804,150,14,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1305,0,4174,145,09,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1306,0,4591,170,23,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1307,1,9663,1640,16,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
1308,1,8266,630,08,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1309,0,4823,175,07,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1310,0,6094,185,18,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1311,1,14178,450,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1312,2,13376,1790,06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1313,0,2575,80,21,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1314,1,12395,745,07,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1315,1,10351,710,09,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1316,1,5192,955,07,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1317,1,7670,490,12,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1318,2,11161,2105,11,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1319,1,14151,1295,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1320,1,4775,290,15,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1321,2,12865,1220,13,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1322,0,5462,75,19,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1323,1,8382,310,06,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1324,0,4544,180,17,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
1325,0,4544,175,15,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1326,1,14781,425,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1327,1,5158,270,08,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1328,0,5678,90,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1329,2,18804,440,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1330,0,4049,90,09,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1331,0,6565,165,10,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1332,1,12373,1100,18,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1333,0,4441,165,17,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1334,0,3597,140,17,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1335,0,5678,90,19,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1336,2,10660,1420,09,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1337,0,4544,165,06,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
1338,0,4823,170,08,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1339,2,14214,525,14,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1340,1,14781,475,08,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1341,1,23533,395,19,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1342,1,14053,1415,19,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
1343,1,10262,1270,21,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1344,0,4823,170,20,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1345,1,8361,875,17,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1346,2,10493,2240,05,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1347,1,17057,375,07,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1348,2,12392,1560,17,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1349,1,5883,845,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1350,1,12898,450,11,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
1351,1,16079,1005,02,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1352,1,10678,460,04,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1353,2,20999,1705,06,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1354,1,6575,300,19,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1355,2,15129,535,19,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1356,1,10844,1400,18,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1357,1,11654,855,09,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1358,1,5069,290,08,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1359,0,5176,165,06,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1360,2,13292,1375,05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1361,1,6386,345,02,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1362,2,15129,1775,13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1363,0,4435,155,20,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1364,0,4591,170,23,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1365,1,7832,1035,05,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1366,0,4174,155,04,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1367,1,6148,510,07,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1368,1,9149,600,09,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1369,2,6128,495,13,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1370,1,6412,370,16,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1371,1,8073,780,08,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1372,0,4256,195,11,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1373,2,14634,1165,10,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1374,1,14067,480,13,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1375,0,4804,155,15,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1376,0,4911,150,17,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1377,1,6412,380,16,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1378,0,3543,135,08,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
1379,0,3858,145,11,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1380,2,9941,1195,12,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1381,0,7229,180,08,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1382,1,8352,270,15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1383,1,14151,750,09,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1384,1,6795,465,17,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1385,0,4804,155,20,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1386,1,6587,1535,05,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1387,1,4106,370,07,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1388,0,5510,150,14,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1389,2,15129,560,09,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1390,2,13029,1125,09,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1391,1,6582,315,07,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1392,1,5797,465,17,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
1393,1,12692,870,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1394,0,3332,135,08,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
1395,2,10151,1195,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1396,1,5046,325,02,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1397,1,8907,1010,06,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1398,0,5228,170,21,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
